gmap_id,name,latitude,longitude,category,avg_rating,num_of_reviews,price,hours
0x80844d937335a843:0xe8baaa714c8a2364,Morton's Warm Springs,38.394497,-122.55060499999999,"['Public swimming pool', 'Cafe', 'Coffee shop', 'Community center', 'Event venue', 'Organic restaurant', 'Picnic ground', 'Recreation center', 'Tourist attraction', 'Wedding venue']",4.5,108,,"[['Monday', 'Closed'], ['Tuesday', '10AM–5PM'], ['Wednesday', '10AM–5PM'], ['Thursday', '10AM–5PM'], ['Friday', '10AM–5PM'], ['Saturday', '10AM–5PM'], ['Sunday', '10AM–5PM']]"
0x80c2a1ebb2516b1b:0xd64ce732700d32b6,Cafe Mimosa,34.084061999999996,-118.5998561,"['Cafe', 'Gift shop']",4.6,121,$,"[['Monday', '7AM–2PM'], ['Tuesday', '7AM–2PM'], ['Wednesday', '7AM–2PM'], ['Thursday', '7AM–2PM'], ['Friday', '7AM–2PM'], ['Saturday', '8AM–4PM'], ['Sunday', '8AM–4PM']]"
0x80db7e6b35a66fc5:0x23210b7fe68a1ccc,Chill Zone,33.533223899999996,-117.14967349999999,"['Cafe', 'Tea house']",4.6,168,$,"[['Monday', '11AM–8PM'], ['Tuesday', '11AM–8PM'], ['Wednesday', '11AM–8PM'], ['Thursday', '11AM–8PM'], ['Friday', '11AM–8PM'], ['Saturday', '11AM–8PM'], ['Sunday', '11AM–8PM']]"
0x80945cf8e1418d55:0x3649e0806e05a049,Sweet Lyfe Boba Bar,36.812393199999995,-119.73509209999999,"['Bubble tea store', 'Cafe']",4.3,188,$$,"[['Monday', '12–7PM'], ['Tuesday', '12–7PM'], ['Wednesday', '12–7PM'], ['Thursday', '12–7PM'], ['Friday', '12–8PM'], ['Saturday', '12–8PM'], ['Sunday', '12–8PM']]"
0x80dc097d2c6b0c7f:0x670834c9915f4489,Blue Bottle Coffee,32.9518169,-117.23552099999999,['Coffee shop'],4.4,197,$$,"[['Monday', '7AM–7PM'], ['Tuesday', '7AM–7PM'], ['Wednesday', '7AM–7PM'], ['Thursday', '7AM–7PM'], ['Friday', '7AM–8PM'], ['Saturday', '7AM–8PM'], ['Sunday', '7AM–7PM']]"
0x80c2bac33b8076cf:0xc78475860dfe490f,The Pie Hole,34.0070072,-118.47466589999999,"['Pie shop', 'Cafe', 'Coffee shop', 'Dessert restaurant']",4.3,127,$,"[['Monday', '7AM–8PM'], ['Tuesday', '7AM–8PM'], ['Wednesday', '7AM–8PM'], ['Thursday', '7AM–8PM'], ['Friday', '7AM–8PM'], ['Saturday', '7AM–8PM'], ['Sunday', '7AM–8PM']]"
0x80d959c9cc055241:0xb9186a160ec5c5d7,Starbucks,32.7951151,-116.9627833,"['Coffee shop', 'Breakfast restaurant', 'Cafe', 'Coffee store', 'Espresso bar', 'Internet cafe']",4.2,395,$$,"[['Monday', '5AM–7PM'], ['Tuesday', '5AM–7PM'], ['Wednesday', '5AM–8PM'], ['Thursday', '5AM–7PM'], ['Friday', '5AM–7PM'], ['Saturday', '5:30AM–6PM'], ['Sunday', '5:30AM–6PM']]"
0x8090570e583cfc87:0x4bda924089883ea6,Panera Bread,37.713226299999995,-120.9579708,"['Cafe', 'Bakery', 'Breakfast restaurant', 'Caterer', 'Coffee shop', 'Delivery service', 'Takeout Restaurant', 'Salad shop', 'Sandwich shop', 'Soup restaurant']",4.3,108,$$,"[['Monday', '7AM–9PM'], ['Tuesday', '7AM–9PM'], ['Wednesday', '7AM–9PM'], ['Thursday', '7AM–9PM'], ['Friday', '7AM–9PM'], ['Saturday', '7AM–8PM'], ['Sunday', '7AM–8PM']]"
0x54d293a3ee3c5377:0x60816179db98b600,From the Hearth Cafe,40.613643499999995,-122.3486236,['Cafe'],4.6,118,,"[['Monday', '7AM–8PM'], ['Tuesday', '7AM–8PM'], ['Wednesday', '7AM–8PM'], ['Thursday', '7AM–8PM'], ['Friday', '7AM–8PM'], ['Saturday', '7AM–8PM'], ['Sunday', '7AM–6PM']]"
0x808dff173e0d42f5:0x651424436dda4bd,Starbucks,36.7180931,-121.658238,"['Coffee shop', 'Breakfast restaurant', 'Cafe', 'Coffee store', 'Espresso bar', 'Internet cafe']",4.4,134,$$,"[['Monday', '10:30AM–7PM'], ['Tuesday', '10:30AM–7PM'], ['Wednesday', '10:30AM–7PM'], ['Thursday', '10:30AM–7PM'], ['Friday', '10:30AM–7PM'], ['Saturday', '10:30AM–7PM'], ['Sunday', '10:30AM–7PM']]"
0x80c29692e161e131:0x8d62b715dd855078,Boba Loca,34.201521299999996,-118.4141294,"['Cafe', 'Juice shop']",4.1,118,$,"[['Monday', '8AM–10PM'], ['Tuesday', '8AM–10PM'], ['Wednesday', '8AM–10PM'], ['Thursday', '8AM–10PM'], ['Friday', '8AM–10PM'], ['Saturday', '8AM–10PM'], ['Sunday', '8AM–10PM']]"
0x808f80b31154b3e1:0xcd6525335361d0ad,Coloso Coffee,37.8018625,-122.27443219999999,"['Coffee shop', 'Pastry shop']",4.6,116,$,"[['Monday', '7AM–5PM'], ['Tuesday', '7AM–5PM'], ['Wednesday', '7AM–5PM'], ['Thursday', '7AM–5PM'], ['Friday', '7AM–5PM'], ['Saturday', '8AM–5PM'], ['Sunday', '8AM–5PM']]"
0x80dcf164f1a5169d:0xd65be0ff750d0d6a,Dunkin,33.4594126,-117.6511591,"['Coffee shop', 'Bagel shop', 'Bakery', 'Breakfast restaurant', 'Donut shop', 'Fast food restaurant', 'Takeout Restaurant']",4.3,108,$,
0x80c2bb37a29d7a03:0xfd83d1283048ef5f,goodboybob coffee,34.028176099999996,-118.47618,['Cafe'],4.6,148,$,"[['Monday', '8AM–4PM'], ['Tuesday', '8AM–4PM'], ['Wednesday', '8AM–4PM'], ['Thursday', '8AM–4PM'], ['Friday', '8AM–4PM'], ['Saturday', '8AM–4PM'], ['Sunday', '8AM–4PM']]"
0x80c2c7cc7ddd1c53:0x1e68ae2a20e9d13c,The Coffee Bean & Tea Leaf,34.039327,-118.255873,"['Coffee shop', 'Cafe', 'Tea house']",4.3,108,$,"[['Monday', '6AM–7PM'], ['Tuesday', '6AM–7PM'], ['Wednesday', '6AM–7PM'], ['Thursday', '6AM–7PM'], ['Friday', '6AM–7PM'], ['Saturday', '6AM–7PM'], ['Sunday', '8AM–5PM']]"
0x8081aa655a1b48cf:0x5447e87dd2e1a7a7,Queenie's Roadhouse Cafe,39.129892,-123.7168868,['Cafe'],4.5,104,$$,"[['Monday', 'Closed'], ['Tuesday', 'Closed'], ['Wednesday', 'Closed'], ['Thursday', 'Closed'], ['Friday', 'Closed'], ['Saturday', '8AM–3PM'], ['Sunday', '10AM–3PM']]"
0x80dd3100aad1ab11:0x2c3c5e9f705d7d82,Déjà Brew Artisan Coffee Bar,33.7656547,-118.1590842,"['Coffee shop', 'Restaurant']",4.4,108,$,"[['Monday', '7:30AM–5PM'], ['Tuesday', '7:30AM–5PM'], ['Wednesday', '7:30AM–5PM'], ['Thursday', '7:30AM–5PM'], ['Friday', '7:30AM–5PM'], ['Saturday', '7:30AM–5PM'], ['Sunday', '7:30AM–5PM']]"
0x80d95345315f460b:0xffc9b05217273ac6,Sweet Things Frozen Yogurt,32.7038067,-117.15857489999999,"['Frozen yogurt shop', 'Cafe', 'Dessert shop', 'Ice cream shop', 'Juice shop']",4.5,118,$$,"[['Monday', '11AM–9PM'], ['Tuesday', '11AM–9PM'], ['Wednesday', '11AM–9PM'], ['Thursday', '11AM–9PM'], ['Friday', '8:30AM–10PM'], ['Saturday', '8:30AM–10PM'], ['Sunday', '8:30AM–9PM']]"
0x80db41428b202469:0xdc527c0761c5e91e,Super Subs,33.926393,-116.876595,"['Coffee shop', 'Store']",4.9,117,,"[['Monday', '10:30AM–4PM'], ['Tuesday', '10:30AM–4PM'], ['Wednesday', '10:30AM–4PM'], ['Thursday', '10:30AM–4PM'], ['Friday', '10:30AM–4PM'], ['Saturday', '10:30AM–4PM'], ['Sunday', '10:30AM–4PM']]"
0x809466254f177cdd:0x5354030dd70595e7,Teazer World Tea Market--West Shaw,36.8090899,-119.84776529999999,"['Tea house', 'Cafe', 'Coffee shop', 'Coffee store', 'Dessert restaurant', 'Dessert shop', 'Tea store']",4.7,176,$,"[['Monday', '11AM–9PM'], ['Tuesday', '11AM–9PM'], ['Wednesday', '11AM–9PM'], ['Thursday', '11AM–9PM'], ['Friday', '11AM–9PM'], ['Saturday', '11AM–9PM'], ['Sunday', '11AM–9PM']]"
0x808e318f65989e23:0x9b9c6dd9ec322d9f,Hub's Coffee,37.250203899999995,-121.8442517,"['Coffee shop', 'Breakfast restaurant', 'Sandwich shop']",4.4,126,$,"[['Sunday', '8AM–3PM'], ['Monday', '7AM–5PM'], ['Tuesday', '7AM–5PM'], ['Wednesday', '7AM–5PM'], ['Thursday', '7AM–5PM'], ['Friday', '7AM–5PM'], ['Saturday', '7AM–5PM']]"
0x80dd299e4aa545a9:0x3a8b341c38944b95,Delight Ice Cream & Drinks,33.774229999999996,-117.9622333,"['Ice cream shop', 'Coffee shop', 'Tea house']",4.7,138,$,"[['Sunday', '12–11PM'], ['Monday', '12–10PM'], ['Tuesday', '12–10PM'], ['Wednesday', '12–10PM'], ['Thursday', '12–11PM'], ['Friday', '12–11PM'], ['Saturday', '12–11PM']]"
0x808f8695f6a56455:0x21960a761d657c64,T4,37.7651612,-122.24224179999999,"['Bubble tea store', 'Cafe']",4.1,168,$,"[['Sunday', '12–9PM'], ['Monday', '12–9PM'], ['Tuesday', '12–9PM'], ['Wednesday', '12–9PM'], ['Thursday', '12–9PM'], ['Friday', '12–9PM'], ['Saturday', '12–9PM']]"
0x80dc0ea793176efd:0x8f8ca759c914f94,Zumbar Coffee & Tea,33.0196592,-117.2809654,"['Cafe', 'Coffee shop']",4.6,136,$$,"[['Sunday', '7AM–5PM'], ['Monday', '7AM–2PM'], ['Tuesday', '7AM–2PM'], ['Wednesday', '7AM–2PM'], ['Thursday', '7AM–2PM'], ['Friday', '7AM–2PM'], ['Saturday', '7AM–5PM']]"
0x80dcdc78f99e3375:0xd39c04b42469927b,Nekter Juice Bar at The Market Place,33.7246422,-117.79319,"['Juice shop', 'Breakfast restaurant', 'Cafe', 'Health food restaurant', 'Restaurant']",4.0,133,$$,"[['Sunday', '8AM–9PM'], ['Monday', '7AM–9PM'], ['Tuesday', '7AM–9PM'], ['Wednesday', '7AM–9PM'], ['Thursday', '7AM–9PM'], ['Friday', '7AM–9PM'], ['Saturday', '8AM–9PM']]"
0x80c2a4d5e4bfb7bf:0x3c695c4fc0cf5c11,Coast,34.006775,-118.49178889999999,"['American restaurant', 'Bar', 'Bar & grill', 'Cafe', 'Eclectic restaurant', 'Restaurant']",4.0,148,$$$,"[['Sunday', '7AM–9PM'], ['Monday', '7AM–9PM'], ['Tuesday', '7AM–9PM'], ['Wednesday', '7AM–9PM'], ['Thursday', '7AM–9PM'], ['Friday', '7AM–9PM'], ['Saturday', '7AM–9PM']]"
0x80deabbff59f3e8d:0xf945be8e6e3f90c7,Nitro + & Dr. Freeze Amazing Desserts,32.7521687,-117.19560919999999,"['Ice cream shop', 'Coffee shop', 'Dessert shop']",4.4,106,$,"[['Sunday', '2–8PM'], ['Monday', '2–8PM'], ['Tuesday', '2–8PM'], ['Wednesday', '2–8PM'], ['Thursday', '2–8PM'], ['Friday', '2–8PM'], ['Saturday', '2–8PM']]"
0x80dc6f9bd67103cf:0xc2dbdeba132b29b7,21 Area Mess Hall,33.226346899999996,-117.4002369,['Cafeteria'],3.3,128,,"[['Sunday', '5:30–7:30AM'], ['Monday', '5:30–8:30AM'], ['Tuesday', '5:30–8:30AM'], ['Wednesday', '5:30–8:30AM'], ['Thursday', '5:30–8:30AM'], ['Friday', '5:30–8:30AM'], ['Saturday', '5:30–7:30AM']]"
0x808f7e599f42fd51:0x55e24427c383bafd,Moonlight Cafe,37.7388553,-122.41528149999999,"['Restaurant', 'Cafe']",4.5,168,$,"[['Sunday', '8AM–3PM'], ['Monday', '8AM–3PM'], ['Tuesday', '8AM–3PM'], ['Wednesday', '8AM–3PM'], ['Thursday', '8AM–3PM'], ['Friday', '8AM–3PM'], ['Saturday', '8AM–3PM']]"
0x80daf865b5d62c13:0x375b8484d3715fad,The Vintage Coffee House,33.685566699999995,-116.2683733,['Coffee shop'],4.6,118,,"[['Sunday', '6AM–4PM'], ['Monday', '6AM–4PM'], ['Tuesday', '6AM–4PM'], ['Wednesday', '6AM–4PM'], ['Thursday', '6AM–4PM'], ['Friday', '6AM–4PM'], ['Saturday', '6AM–4PM']]"
0x80954f418d6f1223:0xbde5a31a223e9c06,Sequoia Coffee Co.,36.4385714,-118.9053071,['Coffee shop'],4.7,128,,"[['Sunday', '7AM–2PM'], ['Monday', '7AM–2PM'], ['Tuesday', '7AM–2PM'], ['Wednesday', '7AM–2PM'], ['Thursday', '7AM–2PM'], ['Friday', '7AM–2PM'], ['Saturday', '7AM–2PM']]"
0x80804d34fc4f7539:0x7c23df564d9caca8,Fiddleheads Café,39.3057721,-123.79851579999999,"['American restaurant', 'Breakfast restaurant', 'Cafe', 'Hamburger restaurant', 'Lunch restaurant', 'Takeout Restaurant']",3.9,208,,"[['Sunday', '8AM–3PM'], ['Monday', '8AM–3PM'], ['Tuesday', 'Closed'], ['Wednesday', 'Closed'], ['Thursday', 'Closed'], ['Friday', '8AM–3PM'], ['Saturday', '8AM–3PM']]"
0x80858705a34f79cf:0x21249168ef12d0b2,Ilana Coffee,37.7821722,-122.4841977,['Cafe'],4.7,115,$,"[['Sunday', '6AM–6PM'], ['Monday', '6AM–6PM'], ['Tuesday', '6AM–6PM'], ['Wednesday', '6AM–6PM'], ['Thursday', '6AM–6PM'], ['Friday', '6AM–6PM'], ['Saturday', '6AM–6PM']]"
0x8085806285cb97ef:0xf05064d14464c7e7,Peet's Coffee,37.794703399999996,-122.4012954,"['Coffee shop', 'Cafe', 'Espresso bar', 'Tea house']",4.3,144,$,"[['Sunday', 'Closed'], ['Monday', '5AM–6:30PM'], ['Tuesday', '5AM–6:30PM'], ['Wednesday', '5AM–6:30PM'], ['Thursday', '5AM–6:30PM'], ['Friday', '5AM–6:30PM'], ['Saturday', 'Closed']]"
0x80dcb58b4ac551d3:0x57cc03463ff65887,Crepes de Paris,33.9723732,-117.54510069999999,['Cafe'],4.4,176,$$,"[['Sunday', '9AM–9PM'], ['Monday', '9AM–9PM'], ['Tuesday', '9AM–9PM'], ['Wednesday', '9AM–9PM'], ['Thursday', '9AM–9PM'], ['Friday', '9AM–10PM'], ['Saturday', '9AM–10PM']]"
0x80c2bad39f566ecf:0xcaaaac367b40e12b,Amelia's Espresso & Panini,34.001747,-118.4829183,"['Cafe', 'Coffee shop', 'Italian restaurant', 'Restaurant', 'Sandwich shop']",4.7,118,$,"[['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', '6:30AM–2:30PM'], ['Wednesday', '6:30AM–2:30PM'], ['Thursday', '6:30AM–2:30PM'], ['Friday', '6:30AM–2:30PM'], ['Saturday', '6:30AM–2:30PM']]"
0x80c363d362edb753:0xa08d986e93e36cb1,Starbucks,34.52809,-117.22265999999999,"['Coffee shop', 'Cafe', 'Coffee store', 'Espresso bar']",4.2,148,$$,"[['Sunday', '7AM–9PM'], ['Monday', '7AM–9PM'], ['Tuesday', '7AM–9PM'], ['Wednesday', '7AM–9PM'], ['Thursday', '7AM–9PM'], ['Friday', '7AM–9PM'], ['Saturday', '7AM–9PM']]"
0x80dc99a11e2ba6f5:0x8639944f8ac5b389,Starbucks,33.69416,-117.335884,"['Coffee shop', 'Breakfast restaurant', 'Cafe', 'Coffee store', 'Espresso bar', 'Internet cafe', 'Restaurant']",4.2,114,$$,"[['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours']]"
0x80d75e7675dfeb05:0xe0d83e21b6027340,3:16 Cafe,32.848296,-115.57017309999999,"['Cafe', 'Bakery', 'Breakfast restaurant', 'Coffee roasters', 'Coffee shop', 'Lunch restaurant']",4.8,108,,"[['Sunday', '8AM–2PM'], ['Monday', '7AM–4PM'], ['Tuesday', '7AM–4PM'], ['Wednesday', '7AM–4PM'], ['Thursday', '7AM–4PM'], ['Friday', '7AM–4PM'], ['Saturday', '8AM–2PM']]"
0x80deab06e52c3bcb:0xcc64e4be88691140,Starbucks,32.7359623,-117.2172925,"['Coffee shop', 'Breakfast restaurant', 'Cafe', 'Coffee store', 'Espresso bar', 'Internet cafe']",4.2,138,$$,
0x80c2c647e08d0a35:0xa57d4afaac341306,Cyber City Esports Center | Little Tokyo,34.0493977,-118.24074549999999,['Internet cafe'],4.6,118,,"[['Sunday', '10AM–2AM'], ['Monday', '2PM–12AM'], ['Tuesday', '2PM–12AM'], ['Wednesday', '2PM–12AM'], ['Thursday', '2PM–12AM'], ['Friday', '2PM–12AM'], ['Saturday', '10AM–2AM']]"
0x808f7e40bae0cdbf:0xf1e512c17d1105b8,Beloved Natural Cafe & Organic Juicery,37.7523177,-122.4192891,"['Organic restaurant', 'Cafe', 'Herb shop', 'Juice shop', 'Natural goods store', 'Tea house']",4.6,304,,"[['Sunday', '8AM–8PM'], ['Monday', '8AM–8PM'], ['Tuesday', '8AM–8PM'], ['Wednesday', '8AM–8PM'], ['Thursday', '8AM–8PM'], ['Friday', '8AM–8PM'], ['Saturday', '8AM–8PM']]"
0x8090571d8432e091:0x586e6007f8dfdca3,Krispy Kreme Doughnuts,37.7118792,-120.9567448,"['Bakery', 'Coffee shop', 'Donut shop']",3.9,118,,
0x808fe92fb9d8f337:0x65196a3a799c35d0,I-tea Dublin,37.7032971,-121.86598389999999,['Cafe'],4.4,106,$,"[['Sunday', '12–10PM'], ['Monday', '12–10PM'], ['Tuesday', '12–10PM'], ['Wednesday', '12–10PM'], ['Thursday', '12–10PM'], ['Friday', '12–11PM'], ['Saturday', '12–11PM']]"
0x80c2c62f65bbfcff:0x6847c5f39660c20a,Paramount Coffee Project,34.0343629,-118.2415685,"['Restaurant', 'Coffee shop']",4.2,104,,
0x80c2cb9a3304a03b:0x763599019c301d4d,Starbucks,33.946735,-118.22905999999999,"['Coffee shop', 'Breakfast restaurant', 'Cafe', 'Coffee store', 'Espresso bar', 'Internet cafe']",3.7,225,$$,"[['Sunday', '6AM–11PM'], ['Monday', '5AM–11PM'], ['Tuesday', '5AM–11PM'], ['Wednesday', '5AM–11PM'], ['Thursday', '5AM–11PM'], ['Friday', '5AM–12AM'], ['Saturday', '5AM–12AM']]"
0x80ea430a0d98657b:0xad2dd33a5f81ad86,Luxor Vape Lounge & Cafe,35.388238799999996,-119.1114152,"['Lounge', 'Cafe']",4.8,198,$,"[['Sunday', '9AM–10PM'], ['Monday', '9AM–11PM'], ['Tuesday', '9AM–11PM'], ['Wednesday', '9AM–11PM'], ['Thursday', '9AM–11PM'], ['Friday', '9AM–11PM'], ['Saturday', '9AM–11PM']]"
0x808118d9729de853:0x1fc406e627d87163,Arena Market & Cafe,38.9088268,-123.6922199,"['Grocery store', 'Cafe']",4.3,115,,"[['Sunday', '8AM–6PM'], ['Monday', '7AM–7PM'], ['Tuesday', '7AM–7PM'], ['Wednesday', '7AM–7PM'], ['Thursday', '7AM–7PM'], ['Friday', '7AM–7PM'], ['Saturday', '7AM–7PM']]"
0x80c2b51f34b112d5:0x9209b0e6fe82297b,Crepe Heaven Café,33.8889536,-118.3536798,"['Crêperie', 'Coffee shop', 'Sandwich shop']",4.7,134,$,"[['Sunday', '8AM–6:30PM'], ['Monday', '8AM–8PM'], ['Tuesday', '8AM–8PM'], ['Wednesday', '8AM–8PM'], ['Thursday', '8AM–8PM'], ['Friday', '8AM–8PM'], ['Saturday', '8AM–8PM']]"
0x808f7e6864654185:0x7f48a1e468c08297,Cafe XO,37.7422238,-122.42637479999999,['Cafe'],4.4,117,$$,"[['Sunday', '7AM–5PM'], ['Monday', '7AM–7PM'], ['Tuesday', '7AM–7PM'], ['Wednesday', '7AM–7PM'], ['Thursday', '7AM–7PM'], ['Friday', '7AM–7PM'], ['Saturday', '7AM–5PM']]"
0x80c2ba5c9779cd5d:0x56bcacbc223d6b6,Atmosphere Mar Vista,34.0054899,-118.4297156,"['Restaurant', 'Cafe']",4.6,178,$$,"[['Sunday', '9AM–3PM'], ['Monday', 'Closed'], ['Tuesday', '9AM–3PM'], ['Wednesday', '9AM–3PM'], ['Thursday', '9AM–3PM'], ['Friday', '9AM–3PM'], ['Saturday', '9AM–3PM']]"
0x808f9ee1c446572f:0x9837d9962803c694,Peet's Coffee,37.544582,-122.29177,"['Coffee shop', 'Cafe', 'Espresso bar', 'Tea house']",4.4,158,$,"[['Saturday', '6AM–8PM'], ['Sunday', '6AM–7PM'], ['Monday', '5AM–7PM'], ['Tuesday', '5AM–7PM'], ['Wednesday', '5AM–7PM'], ['Thursday', '5AM–7PM'], ['Friday', '5AM–7PM']]"
0x80dc0c5d27724c15:0xb60da62827b0617e,Lofty Coffee Encinitas Roasting Works,33.049504,-117.29396249999999,"['Coffee roasters', 'Bakery', 'Breakfast restaurant', 'Cafe', 'Coffee store', 'Lunch restaurant']",4.6,128,$,"[['Saturday', '7AM–4PM'], ['Sunday', '7AM–4PM'], ['Monday', '7AM–4PM'], ['Tuesday', '7AM–4PM'], ['Wednesday', '7AM–4PM'], ['Thursday', '7AM–4PM'], ['Friday', '7AM–4PM']]"
0x8097797c3bc982c1:0x7c7793690917a05d,Walker Coffee Company,38.5157907,-119.47861499999999,['Coffee shop'],4.8,108,,"[['Saturday', '7AM–5PM'], ['Sunday', '7AM–5PM'], ['Monday', '7AM–5PM'], ['Tuesday', '7AM–5PM'], ['Wednesday', '7AM–5PM'], ['Thursday', '7AM–5PM'], ['Friday', '7AM–5PM']]"
0x80c2c119c90c4edb:0x2d09f97ba68a6424,Kafn Coffee,34.132738499999995,-118.2422141,['Cafe'],4.6,128,,"[['Saturday', '7AM–6PM'], ['Sunday', '8AM–6PM'], ['Monday', '7AM–6PM'], ['Tuesday', '7AM–6PM'], ['Wednesday', '7AM–6PM'], ['Thursday', '7AM–6PM'], ['Friday', '7AM–6PM']]"
0x80c2d49af76d5ebf:0xb6e0e9f88fcf563c,Corner Place Coffee,33.9493467,-118.0090068,['Cafe'],4.8,108,$,"[['Saturday', '10AM–8PM'], ['Sunday', '10AM–8PM'], ['Monday', '10AM–8PM'], ['Tuesday', '10AM–8PM'], ['Wednesday', '10AM–8PM'], ['Thursday', '10AM–8PM'], ['Friday', '10AM–8PM']]"
0x80c2b4a147b1172d:0x727b5dac020cf750,Catalina Coffee,33.8427982,-118.3884456,"['Cafe', 'Coffee shop', 'Espresso bar']",4.4,137,$$,"[['Saturday', '7AM–6PM'], ['Sunday', '7AM–6PM'], ['Monday', '7AM–9PM'], ['Tuesday', '7AM–9PM'], ['Wednesday', '7AM–9PM'], ['Thursday', '7AM–9PM'], ['Friday', '7AM–6PM']]"
0x80c2c7f331ad5283:0xe52f4eb274e5718c,Celaya Bakery,34.035064,-118.29131079999999,"['Bakery', 'Cafe', 'Cake shop', 'Caterer', 'Deli', 'Restaurant']",4.2,113,,"[['Saturday', '5:30AM–6PM'], ['Sunday', '6AM–6PM'], ['Monday', '5:30AM–7PM'], ['Tuesday', '5:30AM–7PM'], ['Wednesday', '5:30AM–7PM'], ['Thursday', '5:30AM–7PM'], ['Friday', '5:30AM–7PM']]"
0x80c2d0a4a99d1f3b:0x2e7358cfbd4ad818,Cyber Yogurt,34.0686545,-118.03613969999999,"['Frozen yogurt shop', 'Coffee shop', 'Fruit parlor']",4.8,323,$,"[['Saturday', '11AM–9PM'], ['Sunday', '11AM–9PM'], ['Monday', '11AM–9PM'], ['Tuesday', '11AM–9PM'], ['Wednesday', '11AM–9PM'], ['Thursday', 'Closed'], ['Friday', '11AM–9PM']]"
0x808f80c80dda2ec9:0x7bf3d4b4b8e3603d,Starbucks,37.796186,-122.276045,"['Coffee shop', 'Breakfast restaurant', 'Cafe', 'Coffee store', 'Espresso bar', 'Internet cafe']",4.2,318,$$,"[['Saturday', '4:30AM–8PM'], ['Sunday', '4:30AM–8PM'], ['Monday', '4:30AM–8PM'], ['Tuesday', '4:30AM–8PM'], ['Wednesday', '4:30AM–8PM'], ['Thursday', '4:30AM–8PM'], ['Friday', '4:30AM–8PM']]"
0x80c2c2e411390653:0xa9e0d7966220af4b,My Place Cafe,34.1812217,-118.1422856,"['Cafe', 'Coffee shop', 'Espresso bar']",4.7,107,$,"[['Saturday', '7:30AM–2:30PM'], ['Sunday', '7:30AM–2:30PM'], ['Monday', '7:30AM–2:30PM'], ['Tuesday', '7:30AM–2:30PM'], ['Wednesday', '7:30AM–2:30PM'], ['Thursday', '7:30AM–2:30PM'], ['Friday', '7:30AM–2:30PM']]"
0x809ac7db14642a25:0x4939ac2dac02891e,Savvy House Coffee Bar,38.4080437,-121.4201743,['Coffee shop'],4.6,114,,"[['Saturday', '8AM–6PM'], ['Sunday', '8AM–4PM'], ['Monday', '8AM–6PM'], ['Tuesday', '8AM–6PM'], ['Wednesday', '8AM–6PM'], ['Thursday', '8AM–6PM'], ['Friday', '8AM–6PM']]"
0x80c2db2aed2c6ccf:0xbbd8879e074221d4,Tea Maru - Housemade Boba,34.1028235,-118.1104628,"['Bubble tea store', 'Coffee shop', 'Juice shop', 'Tea house']",4.2,205,$,"[['Saturday', '11:30AM–10:30PM'], ['Sunday', '11:30AM–10:30PM'], ['Monday', '11:30AM–10:30PM'], ['Tuesday', '11:30AM–10:30PM'], ['Wednesday', '11:30AM–10:30PM'], ['Thursday', '11:30AM–10:30PM'], ['Friday', '11:30AM–10:30PM']]"
0x808f855bddca97cf:0xb1bbc3310de5dc77,Ronaker's Coffee Shop,37.7054951,-122.18097119999999,"['Cafe', 'Restaurant']",4.3,125,$,"[['Saturday', '6:30AM–1:30PM'], ['Sunday', 'Closed'], ['Monday', '6AM–2PM'], ['Tuesday', '6AM–2PM'], ['Wednesday', '6AM–2PM'], ['Thursday', '6AM–2PM'], ['Friday', '6AM–2PM']]"
0x80dce975bdc2530b:0xa55a414dcb8304a9,Starbucks,33.623408999999995,-117.681574,"['Coffee shop', 'Cafe', 'Coffee store', 'Espresso bar']",4.1,106,$$,"[['Saturday', '8AM–9PM'], ['Sunday', '8AM–8PM'], ['Monday', '8AM–8PM'], ['Tuesday', '8AM–8PM'], ['Wednesday', '8AM–8PM'], ['Thursday', '8AM–8PM'], ['Friday', '8AM–9PM']]"
0x808e15dbcb15e901:0xbc6eb8eecd5ed2b6,Aptos Coffee Roasting Co,36.978282,-121.90824099999999,['Coffee shop'],4.5,116,$,"[['Saturday', '6AM–8PM'], ['Sunday', '6AM–8PM'], ['Monday', '6AM–8PM'], ['Tuesday', '6AM–8PM'], ['Wednesday', '6AM–8PM'], ['Thursday', '6AM–8PM'], ['Friday', '6AM–8PM']]"
0x54d2c165838daa93:0xd6ccbe4b6e2a9d97,Kaleidoscope Coffee Company,40.453786699999995,-122.29814329999999,"['Coffee shop', 'Cafe', 'Restaurant']",4.7,108,$,"[['Saturday', '7AM–6PM'], ['Sunday', '7AM–5PM'], ['Monday', '6AM–6PM'], ['Tuesday', '6AM–6PM'], ['Wednesday', '6AM–6PM'], ['Thursday', '6AM–6PM'], ['Friday', '6AM–6PM']]"
